#Distpc,HIP#,HD#,Vmag,B-V,eB-V,plx,eplx,Ref_plx,Mv,category,SpT,Ref_SpT,BCv,Mbol,logL,target lists,Habex#,HIP#,L-A,L-B,Hab,SR1,SR3,#lists,logR'HK,RefR'HK,vsini,RefVsini,Msun,SpT,HIP#,Teff,HD#,notes,Teff,eTeff,ref_Teff,BCv,log(g),elog(g),ref_logg,[Fe/H],e[Fe/H],ref_FeH,Rsun,Solar Twin?,"sigRV(AF,vsini)",N(<6500K),N(vsini),N(F7-K9),"N(Teff,vsini)",#lists,Sample,HIP#,HD#,NEID,HIP,solRad,_RAJ2000,_DEJ2000
18.771,HIP 18859,HD_25457,5.38,0.516,0.007,53.273,0.1157,GaiaDR2,4.01,Sun-like,F7V,2003AJ....126.2048G,-0.035,3.98,0.305,"L-A,L-B,Hab",134,HIP 18859,1,1,1,0,0,3,-4.390,Wright04,17.7,Glebocki05,1.21,F7V,HIP 18859,1,HD_25457,high vsini,6162,70,2000A&AS..141..491C,,4.28,0.10,2000A&AS..141..491C,-0.11,0.10,2000A&AS..141..491C,1.247,0,0.00,1,0,1,2,3,NO,HIP 18859,HD_25457,0,HIP 18859,1.31955167,60.653103,-0.2689231
17.327,HIP 12653,HD_17051,5.40,0.561,0.007,57.7143,0.0537,GaiaDR2,4.21,Sun-like,F9V_Fe+0.3,2006AJ....132..161G,-0.05,4.16,0.233,"L-A,L-B,Hab",118,HIP 12653,1,1,1,0,0,3,-4.585,Schroder09,5.4,Glebocki05,1.14,F9V_Fe+0.3,HIP 12653,1,HD_17051,active,6147,11,2014A&A...561A...7R,,4.42,0.03,2014A&A...561A...7R,0.16,0.01,2014A&A...561A...7R,1.154,0,0.00,1,1,1,3,3,WANT,HIP 12653,HD_17051,0,HIP 12653,1.09014985,40.639442,-50.800293
17.476,HIP 78459,HD_143761,5.42,0.601,0.010,57.2216,0.0782,GaiaDR2,4.20,Sun-like,G0+Va_Fe-1,1989ApJS...71..245K,-0.065,4.14,0.240,Hab,122,HIP 78459,0,0,1,0,0,1,-5.039,Baliunas96,1.5,Glebocki05,0.97,G0+Va_Fe-1,HIP 78459,,HD_143761,,5857,28,2015A&A...580A..24D,,4.36,0.15,2015A&A...580A..24D,-0.19,0.04,2015A&A...580A..24D,1.280,0,0.00,1,2,1,4,1,WANT,HIP 78459,HD_143761,GTO,HIP 78459,,,_
27.431,HIP 97650,HD_187532,5.38,0.402,0.005,36.4548,0.1615,GaiaDR2,3.19,hot,F5V_Fe-1_CH-0.7,2006AJ....132..161G,-0.02,3.17,0.628,L-A,,HIP 97650,1,0,0,0,0,1,-4.249,Gray06,83.8,Glebocki05,1.33,F5V_Fe-1_CH-0.7,HIP 97650,1,HD_187532,hot,6855,48,2012A&A...537A.120Z,,4.20,NA,NA,0.00,0.00,NA,1.462,0,#DIV/0!,0,0,0,0,1,NO,HIP 97650,HD_187532,0,HIP 97650,1.51690973,297.69495,-10.763512
15.468,HIP 113357,HD_217014,5.45,0.666,0.007,64.6488,0.1232,GaiaDR2,4.50,Sun-like,G2V+,2006AJ....132..161G,-0.085,4.42,0.129,L-A,,HIP 113357,1,0,0,0,0,1,-5.074,Baliunas96,2.8,Glebocki05,1.02,G2V+,HIP 113357,1,HD_217014,quiet,5822,15,2013A&A...554A..84M,,4.43,0.04,2013A&A...554A..84M,0.18,0.02,2013A&A...554A..84M,1.140,0,0.00,1,2,1,4,1,WANT,HIP 113357,HD_217014,GTO,HIP 113357,1.01937501,344.36658,20.768833
12.697,HIP 58576,HD_104304,5.54,0.760,0.021,78.7565,0.1206,GaiaDR2,5.02,Sun-like,G8IV,2006AJ....132..161G,-0.14,4.88,-0.057,"L-A,L-B,Hab",73,HIP 58576,1,1,1,0,0,3,-5.040,Isaacson10,1.8,Glebocki05,0.94,G8IV,HIP 58576,1,HD_104304,quiet,5510,15,2005PASJ...57...27T,,4.33,0.05,2005PASJ...57...27T,0.25,0.02,2005PASJ...57...27T,1.028,0,0.00,1,2,1,4,3,MUST,HIP 58576,HD_104304,0,HIP 58576,1.09798847,180.18521,-10.446014
18.205,HIP 32439,HD_46588,5.44,0.525,0.003,54.9292,0.1076,GaiaDR2,4.14,Sun-like,F8V,2003AJ....126.2048G,-0.04,4.10,0.256,"L-A,L-B,Hab",130,HIP 32439,1,1,1,0,0,3,-4.930,Duncan91,4.5,Glebocki05,1.18,F8V,HIP 32439,1,HD_46588,hot,6300,50,2003AJ....126.2015H,,4.60,0.05,2003AJ....126.2015H,-0.10,0.08,2003AJ....126.2015H,1.128,0,0.00,1,2,1,4,3,MUST,HIP 32439,HD_46588,0,HIP 32439,0.90151894,101.55896,79.56481
17.753,HIP 89042,HD_165499,5.47,0.592,0.007,56.328,0.1231,GaiaDR2,4.22,Sun-like,G0V,2006AJ....132..161G,-0.065,4.16,0.233,"L-A,L-B,Hab",125,HIP 89042,1,1,1,0,0,3,-4.854,BoroSaikia18,4.2,Glebocki05,1.08,G0V,HIP 89042,1,HD_165499,,5950,45,2005A&A...437.1127S,,4.31,0.13,2005A&A...437.1127S,0.01,0.06,2005A&A...437.1127S,1.230,0,0.00,1,2,1,4,3,MUST,HIP 89042,HD_165499,0,HIP 89042,1.20433062,272.609,-62.002197
14.131,HIP 79672,HD_146233,5.49,0.652,0.009,70.7675,0.1119,GaiaDR2,4.74,Sun-like,G2Va,1989ApJS...71..245K,-0.085,4.65,0.034,"L-A,L-B,Hab",87,HIP 79672,1,1,1,0,0,3,-4.930,Radick18,2.7,Glebocki05,1.02,G2Va,HIP 79672,1,HD_146233,quiet,5814,3,2014A&A...572A..48R,,4.45,0.01,2014A&A...572A..48R,0.06,0.00,2014A&A...572A..48R,1.025,2,0.00,1,2,1,4,3,MUST,HIP 79672,HD_146233,GTO,HIP 79672,0.99617122,243.90529,-8.369442
13.241,HIP 22263,HD_30495,5.49,0.632,0.006,75.5213,0.0795,GaiaDR2,4.88,Sun-like,G1.5V_CH-0.5,2006AJ....132..161G,-0.08,4.80,-0.024,"L-A,L-B,Hab",78,HIP 22263,1,1,1,0,0,3,-4.511,Baliunas96,2.9,Glebocki05,1.04,G1.5V_CH-0.5,HIP 22263,1,HD_30495,active,5840,8,2014A&A...572A..48R,,4.50,0.02,2014A&A...572A..48R,0.03,0.01,2014A&A...572A..48R,0.950,1,0.00,1,2,1,4,3,MUST,HIP 22263,HD_30495,0,HIP 22263,0.94962136,71.901215,-16.934456
7.235,HIP 12114,HD_16160,5.79,0.918,0.019,138.2084,0.1436,GaiaDR2,6.49,Sun-like,K3V,1989ApJS...71..245K,-0.37,6.12,-0.553,"L-A,L-B,Hab",22,HIP 12114,1,1,2,0,0,4,-4.958,Baliunas96,1.3,Glebocki05,0.75,K3V,HIP 12114,1,HD_16160,quiet,4829,6,2012A&A...547A.106M,,4.60,0.20,2012A&A...547A.106M,-0.16,0.05,2012A&A...547A.106M,0.756,0,0.00,1,2,1,4,4,MUST,HIP 12114,HD_16160,GTO,HIP 12114,0.71872788,39.02039,6.8868704
12.039,HIP 15330,HD_20766,5.53,0.641,0.007,83.0625,0.0739,GaiaDR2,5.13,Sun-like,G2.5V_Hdel1,1989ApJS...71..245K,-0.09,5.04,-0.119,"L-A,L-B,Hab",65,HIP 15330,1,1,1,0,0,3,-4.646,Henry96,2.7,Glebocki05,1.01,G2.5V_Hdel1,HIP 15330,1,HD_20766,active,5712,48,2013ApJ...764...78R,,4.48,0.03,2013ApJ...764...78R,-0.24,0.05,2013ApJ...764...78R,0.891,0,0.00,1,2,1,4,3,MUST,HIP 15330,HD_20766,0,HIP 15330,0.95762282,49.44235,-62.57532
8.799,HIP 99825,HD_192310,5.73,0.878,0.018,113.6481,0.1186,GaiaDR2,6.01,Sun-like,K2+V,2006AJ....132..161G,-0.26,5.75,-0.403,"L-A,L-B,Hab",33,HIP 99825,1,1,2,0,0,4,-5.011,Isaacson10,0.6,Glebocki05,0.77,K2+V,HIP 99825,1,HD_192310,quiet,5104,43,2013ApJ...764...78R,,4.54,0.03,2013ApJ...764...78R,0.06,0.06,2013ApJ...764...78R,0.804,0,0.00,1,2,1,4,4,MUST,HIP 99825,HD_192310,0,HIP 99825,0.78033159,303.82245,-27.032976
17.344,HIP 7978,HD_10647,5.52,0.551,0.003,57.6556,0.0737,GaiaDR2,4.32,Sun-like,F9V,1989ApJS...71..245K,-0.05,4.27,0.186,"L-A,L-B,Hab",119,HIP 7978,1,1,1,0,0,3,-4.675,Gray06,5.4,Glebocki05,1.14,F9V,HIP 7978,1,HD_10647,active,6114,11,2014A&A...561A...7R,,4.41,0.04,2014A&A...561A...7R,-0.02,0.01,2014A&A...561A...7R,1.104,0,0.00,1,1,1,3,3,WANT,HIP 7978,HD_10647,0,HIP 7978,1.10277348,25.622149,-53.740833
10.043,HIP 8362,HD_10780,5.63,0.804,0.010,99.5746,0.0595,GaiaDR2,5.62,Sun-like,G9V,2003AJ....126.2048G,-0.16,5.46,-0.288,"L-A,Hab",45,HIP 8362,1,0,2,0,0,3,-4.681,Baliunas96,0.9,Glebocki05,0.90,G9V,HIP 8362,1,HD_10780,active,5354,67,2013ApJ...764...78R,,4.53,0.04,2013ApJ...764...78R,0.03,0.05,2013ApJ...764...78R,0.834,0,0.00,1,2,1,4,3,MUST,HIP 8362,HD_10780,GTO,HIP 8362,0.85340456,26.936811,63.8525
21.315,HIP 19335,HD_25998,5.52,0.520,0.005,46.9153,0.1167,GaiaDR2,3.88,Sun-like,F8V,2003AJ....126.2048G,-0.04,3.84,0.361,"L-A,L-B",,HIP 19335,1,1,0,0,0,2,-4.401,Baliunas96,16.2,Glebocki05,1.18,F8V,HIP 19335,1,HD_25998,high vsini,6550,50,2003AJ....126.2015H,,4.95,0.05,2003AJ....126.2015H,0.34,0.11,2003AJ....126.2015H,1.177,0,0.00,0,0,1,1,2,NO,HIP 19335,HD_25998,0,HIP 19335,0.60252477,62.15257,38.039734
17.053,HIP 34065,HD_53705,5.56,0.624,0.009,58.6411,0.076,GaiaDR2,4.40,Sun-like,G1.5V,1989ApJS...71..245K,-0.08,4.32,0.168,L-A,,HIP 34065,1,0,0,0,0,1,-4.930,Henry96,3.6,Glebocki05,1.04,G1.5V,HIP 34065,1,HD_53705,,5810,30,2012A&A...542A..84D,,4.32,0.13,2012A&A...542A..84D,-0.22,0.05,2012A&A...542A..84D,1.197,0,0.00,1,2,1,4,1,WANT,HIP 34065,HD_53705,0,HIP 34065,1.16828927,105.98882,-43.60804
7.435,HIP 3765,HD_4628,5.74,0.890,0.008,134.499,0.089,GaiaDR2,6.38,Sun-like,K2V,2003AJ....126.2048G,-0.26,6.12,-0.553,"L-A,L-B,Hab",23,HIP 3765,1,1,2,0,0,4,-4.852,Baliunas96,1.8,Glebocki05,0.78,K2V,HIP 3765,1,HD_4628,slightly active,5015,58,2013ApJ...764...78R,,4.60,0.02,2013ApJ...764...78R,-0.31,0.05,2013ApJ...764...78R,0.700,0,0.00,1,2,1,4,4,MUST,HIP 3765,HD_4628,stan/GTO,HIP 3765,0.73296149,12.095738,5.280615
16.867,HIP 35136,HD_55575,5.54,0.576,0.002,59.287,0.1222,GaiaDR2,4.40,Sun-like,F9V,2003AJ....126.2048G,-0.05,4.35,0.154,"L-A,L-B,Hab",116,HIP 35136,1,1,1,0,0,3,-4.950,Radick18,2.9,Glebocki05,1.14,F9V,HIP 35136,1,HD_55575,quiet,5849,20,2005PASJ...57...27T,,4.26,0.04,2005PASJ...57...27T,-0.33,0.02,2005PASJ...57...27T,1.163,0,0.00,1,2,1,4,3,MUST,HIP 35136,HD_55575,GTO,HIP 35136,1.31064816,108.95891,47.239964
22.645,HIP 40035,HD_68146,5.53,0.488,0.004,44.1604,0.0761,GaiaDR2,3.76,hot,F6.5V,2006AJ....132..161G,-0.0325,3.72,0.407,L-A,,HIP 40035,1,0,0,0,0,1,-4.805,Gray06,8.1,Glebocki05,1.23,F6.5V,HIP 40035,1,HD_68146,hot,6278,80,2008MNRAS.384..173F,,4.22,0.10,2008MNRAS.384..173F,-0.07,0.07,2008MNRAS.384..173F,1.350,0,#DIV/0!,1,1,0,2,1,NO,HIP 40035,HD_68146,0,HIP 40035,1.42556321,122.66594,-13.799208
8.193,HIP 7751,HD_10360,5.76,0.880,0.400,122.0552,0.0531,GaiaDR2,6.19,Sun-like,K2V,2006AJ....132..161G,-0.26,5.93,-0.477,L-A,,HIP 7751,1,0,0,0,0,1,-4.753,Henry96,1.8,Glebocki05,0.78,K2V,HIP 7751,1,HD_10360,slightly active,5077,49,2013ApJ...764...78R,,4.62,0.02,2013ApJ...764...78R,-0.24,0.03,2013ApJ...764...78R,0.746,0,0.00,1,2,1,4,1,WANT,HIP 7751,HD_10360,0,HIP 7751,0.71627726,24.948095,-56.1964
15.561,HIP 107649,HD_207129,5.57,0.601,0.003,64.264,0.0685,GaiaDR2,4.61,Sun-like,G0V_Fe+0.4,2006AJ....132..161G,-0.065,4.54,0.078,"L-A,L-B,Hab",105,HIP 107649,1,1,1,0,0,3,-4.800,Henry96,1.8,Glebocki05,1.08,G0V_Fe+0.4,HIP 107649,1,HD_207129,slightly active,5946,11,2013A&A...555A.150T,,4.48,0.03,2013A&A...555A.150T,0.01,0.01,2013A&A...555A.150T,1.031,0,0.00,1,2,1,4,3,MUST,HIP 107649,HD_207129,0,HIP 107649,0.99025191,327.06564,-47.303616
27.128,HIP 107975,HD_207978,5.52,0.426,0.005,36.8628,0.0971,GaiaDR2,3.35,hot,F2V,1995ApJS...99..135A,-0.005,3.35,0.557,L-A,,HIP 107975,1,0,0,0,0,1,-4.890,Baliunas96,6.2,Glebocki05,1.44,F2V,HIP 107975,1,HD_207978,hot,6407,47,2013ApJ...764...78R,,4.10,0.02,2013ApJ...764...78R,-0.56,0.05,2013ApJ...764...78R,1.541,0,#DIV/0!,1,1,0,2,1,NO,HIP 107975,HD_207978,0,HIP 107975,1.77098595,328.12466,28.79354
16.199,HIP 38908,HD_65907,5.59,0.573,0.009,61.7309,0.0685,GaiaDR2,4.54,Sun-like,F9.5V,2006AJ....132..161G,-0.06,4.48,0.103,"L-A,L-B,Hab",114,HIP 38908,1,1,1,0,0,3,-4.790,Henry96,2.7,Glebocki05,1.11,F9.5V,HIP 38908,1,HD_65907,slightly active,5945,16,2008A&A...487..373S,,4.52,0.02,2008A&A...487..373S,-0.31,0.01,2008A&A...487..373S,1.061,0,0.00,1,2,1,4,3,MUST,HIP 38908,HD_65907,0,HIP 38908,0.95872779,119.44548,-60.30307
23.006,HIP 10723,HD_14214,5.60,0.588,0.004,43.4677,0.3948,GaiaDR2,3.79,Sun-like,G0IV-,2003AJ....126.2048G,-0.065,3.73,0.406,L-A,,HIP 10723,1,0,0,0,0,1,-5.114,Gray03,2.7,Glebocki05,1.08,G0IV-,HIP 10723,1,HD_14214,quiet,6062,18,2005PASJ...57...27T,,4.16,0.04,2005PASJ...57...27T,0.17,0.02,2005PASJ...57...27T,1.446,0,0.00,1,2,1,4,1,WANT,HIP 10723,HD_14214,0,HIP 10723,1.43134978,34.506,1.7578019
20.550,HIP 114924,HD_219623,5.58,0.556,0.003,48.661,0.0913,GaiaDR2,4.02,Sun-like,F8V,2001AJ....121.2148G,-0.04,3.98,0.306,L-A,,HIP 114924,1,0,0,0,0,1,-4.993,Isaacson10,5.4,Glebocki05,1.18,F8V,HIP 114924,1,HD_219623,quiet,6103,15,2005PASJ...57...27T,,4.18,0.04,2005PASJ...57...27T,0.05,0.02,2005PASJ...57...27T,1.272,0,0.00,1,1,1,3,1,WANT,HIP 114924,HD_219623,GTO,HIP 114924,1.46209265,349.17627,53.213474
14.451,HIP 42438,HD_72905,5.63,0.618,0.003,69.2004,0.0652,GaiaDR2,4.83,Sun-like,G0.5V,2001AJ....121.2148G,-0.07,4.76,-0.008,"L-A,L-B,Hab",91,HIP 42438,1,1,1,0,0,3,-4.375,Baliunas96,9.3,Glebocki05,1.08,G0.5V,HIP 42438,1,HD_72905,active,5901,50,2013ApJ...764...78R,,4.49,0.01,2013ApJ...764...78R,-0.02,0.09,2013ApJ...764...78R,0.948,0,0.00,1,1,1,3,3,WANT,HIP 42438,HD_72905,GTO,HIP 42438,0.97891687,129.79877,65.020905
14.688,HIP 75181,HD_136352,5.65,0.639,0.003,68.0818,0.0915,GaiaDR2,4.82,Sun-like,G2-V,2006AJ....132..161G,-0.085,4.73,0.004,"L-A,L-B,Hab",95,HIP 75181,1,1,1,0,0,3,-4.932,Isaacson10,2.4,Glebocki05,1.02,G2-V,HIP 75181,1,HD_136352,quiet,5664,14,2008A&A...487..373S,,4.39,0.02,2008A&A...487..373S,-0.34,0.01,2008A&A...487..373S,1.043,0,0.00,1,2,1,4,3,MUST,HIP 75181,HD_136352,0,HIP 75181,1.06741662,230.45062,-48.317627
26.813,HIP 41211,HD_70958,5.61,0.478,0.020,37.2953,0.1124,GaiaDR2,3.47,Sun-like,F8V_Fe-1.3_CH-0.7,2006AJ....132..161G,-0.04,3.43,0.525,L-A,,HIP 41211,1,0,0,0,0,1,-4.459,Schroder09,42.1,Glebocki05,1.18,F8V_Fe-1.3_CH-0.7,HIP 41211,1,HD_70958,high vsini,6359,66,2005ApJ...626..446R,,4.11,NA,2017AJ....153...21L,-0.31,0.05,2016ApJ...826..171G,1.507,0,0.00,1,0,1,2,1,NO,HIP 41211,HD_70958,0,HIP 41211,1.58480102,126.1459,-3.7512403
9.920,HIP 81300,HD_149661,5.77,0.827,0.012,100.8111,0.0788,GaiaDR2,5.79,Sun-like,K0V(k),2006AJ....132..161G,-0.19,5.60,-0.343,"L-A,L-B,Hab",44,HIP 81300,1,1,2,0,0,4,-4.583,Baliunas96,1.6,Glebocki05,0.87,K0V(k),HIP 81300,1,HD_149661,active,5248,38,2013ApJ...764...78R,,4.55,0.02,2013ApJ...764...78R,0.01,0.07,2013ApJ...764...78R,0.815,0,0.00,1,2,1,4,4,MUST,HIP 81300,HD_149661,0,HIP 81300,0.81996128,249.08937,-2.3245835
18.280,HIP 26394,HD_39091,5.65,0.600,0.003,54.7052,0.0671,GaiaDR2,4.34,Sun-like,G0V,2006AJ....132..161G,-0.065,4.28,0.186,"L-A,L-B,Hab,SR3",132,HIP 26394,1,1,1,0,1,4,-4.900,Saffe05,2.7,Glebocki05,1.08,G0V,HIP 26394,1,HD_39091,quiet,6003,17,2008A&A...487..373S,,4.42,0.03,2008A&A...487..373S,0.09,0.01,2008A&A...487..373S,1.145,0,0.00,1,2,1,4,4,MUST,HIP 26394,HD_39091,0,HIP 26394,1.06107397,84.291214,-80.469124
16.014,HIP 98767,HD_190360,5.73,0.749,0.001,62.4443,0.0617,GaiaDR2,4.71,Sun-like,G7IV-V,2006AJ....132..161G,-0.125,4.58,0.063,"L-A,L-B,Hab,SR3",111,HIP 98767,1,1,1,0,1,4,-5.102,Baliunas96,0.8,Glebocki05,0.96,G7IV-V,HIP 98767,1,HD_190360,quiet,5606,19,2013A&A...554A..84M,,4.44,0.05,2013A&A...554A..84M,0.25,0.02,2013A&A...554A..84M,1.140,0,0.00,1,2,1,4,4,MUST,HIP 98767,HD_190360,GTO,HIP 98767,0.97761847,300.90585,29.896805
20.460,HIP 114948,HD_219482,5.64,0.521,0.003,48.8761,0.0621,GaiaDR2,4.09,hot,F6V,2006AJ....132..161G,-0.03,4.06,0.274,L-A,,HIP 114948,1,0,0,0,0,1,-4.434,Gray06,7.6,Glebocki05,1.25,F6V,HIP 114948,1,HD_219482,hot,6264,80,2011A&A...530A.138C,,4.50,NA,NA,0.00,0.00,NA,1.164,0,#DIV/0!,1,1,0,2,1,NO,HIP 114948,HD_219482,0,HIP 114948,1.04109131,349.24036,-62.001198
4.869,HIP 49908,HD_88230,6.60,1.326,0.008,205.3917,0.0342,GaiaDR2,8.16,Sun-like,K7V,1991ApJS...77..417K,-0.95,7.21,-0.989,"L-A,L-B,Hab",11,HIP 49908,1,1,2,0,0,4,-4.617,Gray03,2.7,Glebocki05,0.63,K7V,HIP 49908,1,HD_88230,active,4131,60,2015ApJ...804...64M,,4.61,0.05,2014MNRAS.444.3517M,0.24,0.08,2015ApJ...804...64M,0.625,0,0.00,1,2,1,4,4,MUST,HIP 49908,HD_88230,0,HIP 49908,0.65118445,152.84225,49.454235
26.205,HIP 522,HD_142,5.70,0.519,0.011,38.1605,0.0648,GaiaDR2,3.61,Sun-like,F7V,2006AJ....132..161G,-0.035,3.57,0.467,SR3,,HIP 522,0,0,0,0,1,1,-5.020,Saffe05,9.9,Glebocki05,1.21,F7V,HIP 522,0,HD_142,hot,6281,25,2014A&A...561A...7R,,4.25,0.03,2014A&A...561A...7R,0.11,0.01,2014A&A...561A...7R,1.445,0,0.00,1,1,1,3,1,WANT,HIP 522,HD_142,0,HIP 522,1.3659239,1.5798976,-49.07519
25.347,HIP 96258,HD_184960,5.71,0.475,0.011,39.4525,0.059,GaiaDR2,3.69,Sun-like,F8V,1978PASP...90..429L,-0.04,3.65,0.436,L-A,,HIP 96258,1,0,0,0,0,1,-4.956,BoroSaikia18,7.1,Glebocki05,1.18,F8V,HIP 96258,1,HD_184960,hot,6380,91,2014A&A...562A..71B,,4.15,0.14,2014A&A...562A..71B,-0.03,0.07,2014A&A...562A..71B,1.352,0,0.00,1,1,1,3,1,WANT,HIP 96258,HD_184960,0,HIP 96258,1.51347329,293.58246,51.236618
11.137,HIP 3093,HD_3651,5.88,0.850,0.009,89.7891,0.0581,GaiaDR2,5.65,Sun-like,K0.5V,1989ApJS...71..245K,-0.21,5.44,-0.278,"L-A,L-B,Hab",55,HIP 3093,1,1,1,0,0,3,-4.991,Baliunas96,1.8,Glebocki05,0.86,K0.5V,HIP 3093,1,HD_3651,quiet,5303,63,2013ApJ...764...78R,,4.56,0.03,2013ApJ...764...78R,0.18,0.07,2013ApJ...764...78R,0.860,0,0.00,1,2,1,4,3,MUST,HIP 3093,HD_3651,GTO,HIP 3093,0.80590355,9.840858,21.250473
17.470,HIP 33277,HD_50692,5.74,0.573,0.010,57.2425,0.1005,GaiaDR2,4.53,Sun-like,G0V,2003AJ....126.2048G,-0.065,4.46,0.111,"L-A,L-B",,HIP 33277,1,1,0,0,0,2,-4.960,Radick18,2.9,Glebocki05,1.08,G0V,HIP 33277,1,HD_50692,quiet,5891,44,2005ApJS..159..141V,,4.36,0.06,2005ApJS..159..141V,-0.18,0.03,2005ApJS..159..141V,1.090,0,0.00,1,2,1,4,2,MUST,HIP 33277,HD_50692,GTO,HIP 33277,1.13696117,103.82778,25.375698
14.994,HIP 3583,HD_4391,5.80,0.635,0.003,66.6937,0.0962,GaiaDR2,4.92,Sun-like,G5V_Fe-0.8,2006AJ....132..161G,-0.105,4.82,-0.030,"L-A,L-B,Hab",100,HIP 3583,1,1,1,0,0,3,-4.550,Henry96,3.6,Glebocki05,0.98,G5V_Fe-0.8,HIP 3583,1,HD_4391,active,5878,53,2004A&A...415.1153S,,4.74,0.15,2004A&A...415.1153S,-0.03,0.06,2004A&A...415.1153S,0.931,0,0.00,1,2,1,4,3,MUST,HIP 3583,HD_4391,0,HIP 3583,0.69927334,11.439971,-47.551987
5.950,HIP 84478,HD_156026,6.33,1.144,0.020,168.0689,0.0758,GaiaDR2,7.46,Sun-like,K5V(k),2006AJ....132..161G,-0.63,6.83,-0.835,"L-A,L-B,Hab",18,HIP 84478,1,1,2,0,0,4,-4.662,Baliunas96,3.3,Glebocki05,0.68,K5V(k),HIP 84478,1,HD_156026,active,4600,92,2013ApJ...764...78R,,4.70,0.23,2013ApJ...764...78R,-0.34,0.07,2013ApJ...764...78R,0.602,0,0.00,1,2,1,4,4,MUST,HIP 84478,HD_156026,0,HIP 84478,0.60994176,259.05566,-26.546146
21.925,HIP 12444,HD_16673,5.79,0.524,0.004,45.6099,0.2451,GaiaDR2,4.09,Sun-like,F8V_Fe-0.4,2006AJ....132..161G,-0.04,4.05,0.278,L-A,,HIP 12444,1,0,0,0,0,1,-4.664,Baliunas96,6.7,Glebocki05,1.18,F8V_Fe-0.4,HIP 12444,1,HD_16673,active,6241,47,2013ApJ...764...78R,,4.36,0.02,2013ApJ...764...78R,-0.03,0.05,2013ApJ...764...78R,1.178,0,0.00,1,1,1,3,1,WANT,HIP 12444,HD_16673,0,HIP 12444,1.1884331,40.051758,-9.452875
12.590,HIP 43587,HD_75732,5.96,0.869,0.012,79.4274,0.0777,GaiaDR2,5.46,Sun-like,K0IV-V,2003AJ....126.2048G,-0.19,5.27,-0.212,"L-A,L-B,Hab,SR3",72,HIP 43587,1,1,1,0,1,4,-4.991,Isaacson10,2.2,Glebocki05,0.95,K0IV-V,HIP 43587,1,HD_75732,quiet,5270,39,2012A&A...547A..13T,,4.31,0.11,2012A&A...547A..13T,0.31,0.01,2012A&A...547A..13T,0.940,0,0.00,1,2,1,4,4,MUST,HIP 43587,HD_75732,GTO,HIP 43587,1.15886766,133.14922,28.330818
9.544,HIP 56452,HD_100623,5.96,0.811,0.007,104.7828,0.0518,GaiaDR2,6.06,Sun-like,K0-V,2006AJ....132..161G,-0.19,5.87,-0.453,"L-A,L-B,Hab",42,HIP 56452,1,1,2,0,0,4,-4.913,Isaacson10,0.9,Glebocki05,0.88,K0-V,HIP 56452,1,HD_100623,quiet,5241,50,2013ApJ...764...78R,,4.59,0.03,2013ApJ...764...78R,-0.37,0.05,2013ApJ...764...78R,0.720,0,0.00,1,2,1,4,4,MUST,HIP 56452,HD_100623,0,HIP 56452,0.78754444,173.62286,-32.83134
22.734,HIP 86620,HD_162004,5.81,0.530,0.000,43.9875,0.0496,GaiaDR2,4.03,Sun-like,F8V,2001AJ....121.2148G,-0.04,3.99,0.301,L-A,,HIP 86620,1,0,0,0,0,1,-4.864,BoroSaikia18,8.6,Glebocki05,1.18,F8V,HIP 86620,1,HD_162004,,6059,70,2000A&AS..141..491C,,4.12,0.10,2000A&AS..141..491C,-0.08,0.10,2000A&AS..141..491C,1.284,0,0.00,1,1,1,3,1,WANT,HIP 86620,HD_162004,0,HIP 86620,1.5666604,265.4921,72.15691
22.332,HIP 50384,HD_89125,5.81,0.500,0.008,44.7794,0.15,GaiaDR2,4.07,hot,F6V,2003AJ....126.2048G,-0.03,4.04,0.282,L-A,,HIP 50384,1,0,0,0,0,1,-4.832,Gray03,4.5,Glebocki05,1.25,F6V,HIP 50384,1,HD_89125,hot,6085,22,2005PASJ...57...27T,,4.14,0.05,2005PASJ...57...27T,-0.39,0.02,2005PASJ...57...27T,1.245,0,#DIV/0!,1,2,0,3,1,NO,HIP 50384,HD_89125,0,HIP 50384,1.5757557,154.31058,23.10622
11.510,HIP 72848,HD_131511,6.00,0.841,0.005,86.88,0.46,HIP2,5.69,Sun-like,K0.5V,1989ApJS...71..245K,-0.21,5.48,-0.298,"L-A,L-B,Hab",60,HIP 72848,1,1,1,0,0,3,-4.392,Isaacson10,3.9,Glebocki05,0.86,K0.5V,HIP 72848,0,HD_131511,active,5291,12,2005PASJ...57...27T,,4.55,0.04,2005PASJ...57...27T,0.08,0.02,2005PASJ...57...27T,0.845,0,0.00,1,2,1,4,3,MUST,HIP 72848,HD_131511,0,HIP 72848,0.81523525,223.34903,19.152798
10.358,HIP 13402,HD_17925,6.05,0.862,0.015,96.54,0.0435,GaiaDR2,5.97,Sun-like,K1.5V(k),2006AJ....132..161G,-0.245,5.73,-0.395,Hab,49,HIP 13402,0,0,2,0,0,2,-4.311,Baliunas96,6.2,Glebocki05,0.82,K1.5V(k),HIP 13402,1,HD_17925,active,5167,44,2013ApJ...764...78R,,4.58,0.02,2013ApJ...764...78R,0.18,0.08,2013ApJ...764...78R,0.792,0,0.00,1,1,1,3,2,WANT,HIP 13402,HD_17925,0,HIP 13402,0.76902556,43.13387,-12.769714
